Acct ID,Acct Name,Invoice Number,Item,Description,# of Users,Price Per User,Total
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Helix Mechanical,64,0.5,32
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Hinzman and Associates,11,0.5,5.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - Hinzman and Associates,11,3,33
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Hinzman and Associates,11,0.5,5.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Innovative Employee Solutions,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Integrity First Financial Group,274,0.5,137
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Max & Pieters,15,0.5,7.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Max & Pieters,15,0.5,7.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Media Allstars,37,0.5,18.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Media Allstars,37,0.5,18.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Menas Realty,80,0.5,40
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Menas Realty,80,0.5,40
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Nalu Medical,63,0.5,31.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Nalu Medical,63,0.5,31.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Nephrology Associates Medical Group (NAMG),124,0.5,62
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - Nephrology Associates Medical Group (NAMG),154,3,462
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Nephrology Associates Medical Group (NAMG),168,0.5,84
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING,CentrexIT (MXL Promo) - New Venture Escrow,47,3,141
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - New Venture Escrow,70,3,210
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - New Venture Escrow,47,0.5,23.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Nielsen Construction,42,0.5,21
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Nielsen Construction,42,0.5,21
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Occupational Services,45,0.5,22.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Occupational Services,45,0.5,22.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Open Mobile Alliance,47,0.5,23.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Open Mobile Alliance,47,0.5,23.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING,CentrexIT (MXL Promo) - Otonomy Inc.,135,3,405
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - Otonomy Inc.,146,3,438
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Otonomy Inc.,135,0.5,67.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Pacific Wealth Management,17,0.5,8.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Pacific Wealth Management,17,0.5,8.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Psychiatric Centers at San Diego,300,0.5,150
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - Psychiatric Centers at San Diego,314,3,942
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Psychiatric Centers at San Diego,300,0.5,150
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - RCP Block & Brick,186,0.5,93
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - RCP Block & Brick,186,0.5,93
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Reece Complete Security,5,0.5,2.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Reno Contracting,137,0.5,68.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Reno Contracting,137,0.5,68.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Ryan Young Interiors,63,0.5,31.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Ryan Young Interiors,63,0.5,31.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - San Diego Business Journal,111,0.5,55.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - San Diego Business Journal,111,0.5,55.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - San Diego Cardiac Center,96,0.5,48
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - San Diego Cardiac Center,94,3,282
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - San Diego Cardiac Center,96,0.5,48
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - San Diego Hospice,102,0.5,51
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - San Diego Humane Society,825,0.5,412.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - San Diego Humane Society,8,3,24
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - San Diego Humane Society,825,0.5,412.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - San Diego Internal Medicine and Associates,80,0.5,40
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CentrexIT (MXL Promo) - San Diego Internal Medicine and Associates,81,3,243
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - San Diego Internal Medicine and Associates,80,0.5,40
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Scott Leary,24,0.5,12
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Scott Leary,24,0.5,12
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Seafaring Ventures,22,0.5,11
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Seafaring Ventures,22,0.5,11
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - SkinCare Physicians & Surgeons,7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - SkinCare Physicians & Surgeons,7,0.5,3.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Southland Envelope,36,0.5,18
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Southland Envelope,36,0.5,18
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - UFCW Local - 135,41,0.5,20.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - UFCW Local - 135,41,0.5,20.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CentrexIT (MXL Promo) - Wedgewood Banquet,285,0.5,142.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CentrexIT (MXL Promo) - Wedgewood Banquet,285,0.5,142.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - ABM Users,5,0.5,2.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - ABM Users 2,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Ante Filipovic,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Fairfield IT Group Users,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Gary Boigon,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - irrashionals.us,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - JFSG Users,19,0.5,9.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - JSS Users,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Marchetti Users,3,0.5,1.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Mayrich,13,0.5,6.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Northaven,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Citadelblue [17889] - RCMC Users,6,4.25,25.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - RCMC Users,6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - Spaethdesign users,39,0.5,19.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Citadelblue [17889] - UJA Greenwich,33,0.5,16.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Cogentit [18406] - OWLS,47,4.25,199.75
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Cogentit [18406] - OWLS,34,0.5,17
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Cogentit [18406] - Pain Management Consultants,6,4.25,25.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Cogentit [18406] - Pain Management Consultants,6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING,Cogentit [18406] - Rain Capital,8,3,24
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Cogentit [18406] - Rain Capital,9,4.25,38.25
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Cogentit [18406] - Rain Capital,8,0.5,4
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Architecture+,73,0.5,36.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Craftech,62,0.5,31
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Creighton Manning,139,0.5,69.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Disability Rights New York,196,0.5,98
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING,Complete Network - DWM Facilities Maintenance,1,3,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - DWM Facilities Maintenance,127,0.5,63.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"Complete Network - G.A. Bove & Sons, Inc.",65,0.5,32.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Gas Turbine Efficiency,85,0.5,42.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Complete Network - Interim HealthCare,17,4.25,72.25
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Interim HealthCare,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Mohawk Innovative Technology Inc,19,0.5,9.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Mosaic Associates Architects,59,0.5,29.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,Complete Network - Oldendorf Medical Services,18,4.25,76.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Seeco,51,0.5,25.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Standard Commercial Interiors,58,0.5,29
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,Complete Network - Walthausen & Co. LLC,15,1,15
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - Walthausen & Co. LLC,16,0.5,8
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Complete Network - WCGS Architects,18,0.5,9
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Compu-gen [23605] - Allison Crane,183,0.5,91.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Compu-gen [23605] - AllisonHeavyHaul,23,0.5,11.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Compu-gen [23605] - PMF,70,0.5,35
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,Computer Comfort - Golden Triangle Construction,85,0.5,42.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"Computer Comfort - Thompson, Calkins, Sutter",13,0.5,6.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo),85,0.5,42.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ENCRYPTION,CompuType IT Solutions Inc - NFR (MXL Promo),1,4.25,4.25
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Advanced Title Solutions - Securemail <=10,10,0.5,5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Advanced Title Solutions - Securemail <=10,10,0.5,5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Alexandar Artworks,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Alexandar Artworks,2,0.5,1
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Alton MultiSpecialists,74,0.5,37
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Alton MultiSpecialists,74,0.5,37
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - American Exterior - Interior Services,6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - American Exterior - Interior Services,6,0.5,3
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Archway Cooling,4,0.5,2
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Associated Pediatric Dentistry - Belleville,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Associated Pediatric Dentistry - Belleville,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Back Pain Clinic,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Back Pain Clinic,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Back Street Wine and Dine,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Back Street Wine and Dine,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Barry Wilson Funeral Home,5,0.5,2.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Barry Wilson Funeral Home,5,0.5,2.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,"CompuType IT Solutions Inc - NFR (MXL Promo) - Becker, Hoerner, Thompson & Ysursa",22,0.5,11
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,"CompuType IT Solutions Inc - NFR (MXL Promo) - Becker, Hoerner, Thompson & Ysursa",22,0.5,11
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Belleville Hobby,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,RTC,CompuType IT Solutions Inc - NFR (MXL Promo) - Belleville Hobby,1,0.5,0.5
14118,Excel Micro                                                                                                                                                                                                                                                     ,122698,ARCHIVING_LITE,CompuType IT Solutions Inc - NFR (MXL Promo) - Best Western Atrium Hotel and Conference Center,10,0.5,5
